rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,hit_area,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,is_target_win,set,match_id,winner,loser,rally_id,match_sets_id,rally_length
3,8.0,0:08:17,12446.0,2,1,2,defensive shot,0.0,0,8,2.0,7,-0.8170731707317073,0.3138541666666666,,,8,129.5,294.7,8,0,1,1,1,2,2,1_1,27
3,9.0,0:08:18,12465.0,2,1,1,net shot,0.0,0,7,2.0,2,0.9560975609756098,-0.4238020833333333,,,8,110.4,648.67,8,0,1,1,1,2,2,1_1,27
3,10.0,0:08:19,12492.0,2,1,2,net shot,0.0,1,2,2.0,1,0.945121951219512,0.1980208333333332,,,7,227.0,393.7,8,0,1,1,1,2,2,1_1,27
3,11.0,0:08:20,12516.0,2,1,1,lob,0.0,1,1,1.0,3,-1.103658536585366,-1.426979166666667,,,7,233.2,558.21,8,0,1,1,1,2,2,1_1,27
3,12.0,0:08:22,12560.0,2,1,2,smash,0.0,0,3,2.0,8,0.651219512195122,0.9432291666666668,,,8,131.4,203.59,8,0,1,1,1,2,2,1_1,27
3,13.0,0:08:23,12577.0,2,1,1,defensive shot,0.0,1,8,2.0,8,0.852439024390244,-0.6127083333333333,,,8,233.4,685.99,8,0,1,1,1,2,2,1_1,27
3,14.0,0:08:24,12602.0,2,1,2,lob,0.0,1,8,1.0,8,-0.7926829268292683,1.4894270833333334,,,8,235.0,360.05,8,0,1,1,1,2,2,1_1,27
3,15.0,0:08:25,12631.0,2,1,1,drop,0.0,0,8,1.0,8,-0.7158536585365854,-0.6305208333333333,,,9,123.9,763.85,8,0,1,1,1,2,2,1_1,27
3,16.0,0:08:26,12655.0,2,1,2,drive,0.0,0,8,1.0,8,0.6121951219512194,0.9832812499999998,,,8,129.3,341.71,8,0,1,1,1,2,2,1_1,27
3,17.0,0:08:26,12670.0,2,1,1,defensive shot,0.0,1,8,1.0,9,-0.7304878048780489,-1.4517708333333337,,,8,204.4,673.83,8,0,1,1,1,2,2,1_1,27
3,18.0,0:08:28,12702.0,2,1,2,clear,0.0,0,9,1.0,4,-0.8999999999999999,1.5521354166666663,,,8,119.2,225.79,8,0,1,1,1,2,2,1_1,27
3,19.0,0:08:29,12735.0,2,1,1,clear,0.0,0,4,1.0,9,-0.8365853658536585,-1.3994791666666666,,,9,109.1,765.07,8,0,1,1,1,2,2,1_1,27
3,20.0,0:08:30,12766.0,2,1,2,smash,0.0,0,9,2.0,8,0.6609756097560974,1.0469270833333333,,,9,108.9,195.8,8,0,1,1,1,2,2,1_1,27
3,21.0,0:08:31,12783.0,2,1,1,defensive shot,0.0,1,8,2.0,2,0.9670731707317076,-0.4674479166666667,,,8,222.4,664.92,9,0,1,1,1,2,2,1_1,27
3,22.0,0:08:32,12810.0,2,1,2,lob,0.0,1,2,1.0,4,-0.9878048780487804,1.6682812499999995,,,8,227.9,362.13,8,0,1,1,1,2,2,1_1,27
3,23.0,0:08:33,12847.0,2,1,1,clear,0.0,0,4,1.0,3,-1.1780487804878048,-1.4670312499999998,,,9,134.4,790.2,8,0,1,1,1,2,2,1_1,27
3,24.0,0:08:35,12875.0,2,1,2,smash,0.0,0,3,2.0,8,-0.8134146341463415,1.1352604166666669,,,5,94.4,218.15,8,0,1,1,1,2,2,1_1,27
3,25.0,0:08:35,12886.0,2,1,1,defensive shot,0.0,0,8,1.0,5,-0.9609756097560976,-0.6315104166666666,,,8,155.4,704.36,3,0,1,1,1,2,2,1_1,27
3,26.0,0:08:36,12913.0,2,1,2,push/rush,0.0,0,5,1.0,9,0.7975609756097561,1.5716145833333333,,,8,118.1,343.78,8,0,1,1,1,2,2,1_1,27
3,27.0,00:08:37,12942.0,2,1,1,drop,0.0,1,9,2.0,2,1.0756097560975608,0.16015625,touched the net,2.0,6,251.7,756.78,8,0,1,1,1,2,2,1_1,27
4,1.0,0:08:57,13434.0,3,1,2,short service,0.0,1,7,1.0,8,-0.6658536585365853,0.6892187500000002,,,8,187.2,311.19,8,1,1,1,1,2,3,1_1,6
4,2.0,0:08:58,13456.0,3,1,1,net shot,0.0,1,8,2.0,5,-0.9853658536585366,-0.5752604166666666,,,8,123.1,622.04,8,1,1,1,1,2,3,1_1,6
4,3.0,0:08:59,13478.0,3,1,2,net shot,0.0,0,5,2.0,2,-0.8999999999999999,0.4056770833333332,,,7,114.4,380.12,8,1,1,1,1,2,3,1_1,6
4,4.0,0:09:00,13502.0,3,1,1,net shot,0.0,0,2,1.0,1,-0.9890243902439024,-0.23953125,,,2,98.1,572.43,8,1,1,1,1,2,3,1_1,6
4,5.0,0:09:00,13516.0,3,1,2,push/rush,0.0,0,1,2.0,8,-0.4597560975609754,0.7914583333333335,,,7,113.5,369.56,8,1,1,1,1,2,3,1_1,6
4,6.0,0:09:00,13523.0,3,1,1,defensive shot,0.0,1,8,2.0,8,0.9109756097560974,-1.2749479166666666,opponent's ball landed,1.0,8,127.0,614.04,1,1,1,1,1,2,3,1_1,6
5,1.0,0:09:16,13923.0,3,2,1,short service,0.0,1,7,2.0,8,0.5865853658536585,-0.6478125,,,8,167.3,628.78,8,0,1,1,1,2,4,1_1,16
5,2.0,0:09:17,13947.0,3,2,2,push/rush,0.0,1,8,1.0,9,-0.8512195121951219,1.53140625,,,8,195.2,348.88,8,0,1,1,1,2,4,1_1,16
5,3.0,0:09:18,13970.0,3,2,1,smash,0.0,0,9,2.0,8,-0.5463414634146343,-1.0304166666666663,,,8,131.1,754.49,8,0,1,1,1,2,4,1_1,16
5,4.0,0:09:19,13979.0,3,2,2,defensive shot,0.0,0,8,1.0,8,0.3560975609756096,1.2457812500000005,,,8,152.3,259.93,8,0,1,1,1,2,4,1_1,16
5,5.0,0:09:20,14001.0,3,2,1,smash,1.0,0,8,2.0,8,0.6878048780487805,-1.0496875,,,8,191.4,720.37,8,0,1,1,1,2,4,1_1,16
5,6.0,0:09:20,14016.0,3,2,2,defensive shot,0.0,1,8,1.0,8,-0.7939024390243902,1.4681770833333332,,,8,200.4,276.89,8,0,1,1,1,2,4,1_1,16
5,7.0,0:09:21,14044.0,3,2,1,clear,0.0,0,8,1.0,3,-1.0060975609756098,-1.387135416666667,,,9,125.9,767.87,8,0,1,1,1,2,4,1_1,16
5,8.0,0:09:22,14070.0,3,2,2,smash,0.0,0,3,2.0,8,-0.7073170731707317,0.970625,,,5,83.2,208.1,8,0,1,1,1,2,4,1_1,16
5,9.0,0:09:23,14083.0,3,2,1,defensive shot,0.0,0,8,2.0,8,-0.7817073170731706,-0.6421354166666667,,,8,145.2,701.38,5,0,1,1,1,2,4,1_1,16
5,10.0,0:09:24,14107.0,3,2,2,lob,0.0,0,8,1.0,9,-0.852439024390244,1.6211979166666666,,,8,119.4,328.41,8,0,1,1,1,2,4,1_1,16
5,11.0,0:09:25,14136.0,3,2,1,clear,0.0,0,9,1.0,9,0.8195121951219511,-1.3790625,,,9,118.0,767.81,8,0,1,1,1,2,4,1_1,16
5,12.0,0:09:26,14170.0,3,2,2,drop,0.0,1,9,2.0,8,0.8817073170731708,0.7289062500000002,,,8,199.4,211.78,8,0,1,1,1,2,4,1_1,16
5,13.0,0:09:27,14188.0,3,2,1,push/rush,0.0,1,8,1.0,6,0.9658536585365852,-1.3653645833333332,,,8,231.5,658.9,8,0,1,1,1,2,4,1_1,16
5,14.0,0:09:28,14208.0,3,2,2,smash,1.0,0,6,1.0,8,-0.5487804878048781,1.0819270833333334,,,9,249.9,202.3,8,0,1,1,1,2,4,1_1,16
5,15.0,0:09:28,14224.0,3,2,1,defensive shot,0.0,0,8,1.0,7,-0.7085365853658536,-0.5183854166666665,,,8,180.2,678.13,6,0,1,1,1,2,4,1_1,16
5,16.0,0:09:29,14245.0,3,2,2,push/rush,0.0,0,7,1.0,4,-0.9878048780487804,1.6207291666666663,opponent's ball landed,2.0,7,149.2,369.9,8,0,1,1,1,2,4,1_1,16
6,1.0,0:09:57,14943.0,4,2,2,long service,0.0,1,7,1.0,8,0.7243902439024391,1.3944270833333334,,,8,161.2,315.43,8,1,1,1,1,2,5,1_1,5
6,2.0,0:09:58,14969.0,4,2,1,smash,1.0,0,8,2.0,8,0.8073170731707315,-1.1235416666666669,,,9,217.2,768.57,8,1,1,1,1,2,5,1_1,5
6,3.0,0:09:59,14982.0,4,2,2,defensive shot,0.0,1,8,1.0,5,0.9670731707317076,1.4384374999999998,,,8,192.9,286.11,8,1,1,1,1,2,5,1_1,5
6,4.0,0:10:00,15015.0,4,2,1,smash,0.0,0,5,2.0,6,0.9890243902439028,-0.8197395833333333,,,9,236.4,784.5,8,1,1,1,1,2,5,1_1,5
6,5.0,0:10:01,15035.0,4,2,2,net shot,0.0,1,6,2.0,2,1.024390243902439,0.0231249999999999,not pass over the net,1.0,8,242.9,288.92,8,1,1,1,1,2,5,1_1,5
8,1.0,0:10:32,15804.0,6,2,1,short service,0.0,1,7,1.0,8,0.3804878048780486,-0.7405729166666667,,,8,166.3,630.36,8,1,1,1,1,2,7,1_1,6
8,2.0,0:10:33,15827.0,6,2,2,drive,0.0,1,8,1.0,8,-0.3536585365853658,0.9878645833333332,,,8,199.3,351.08,8,1,1,1,1,2,7,1_1,6
8,3.0,0:10:33,15840.0,6,2,1,drive,0.0,0,8,1.0,8,-0.4829268292682926,-0.9571354166666666,,,8,158.1,670.45,8,1,1,1,1,2,7,1_1,6
8,4.0,0:10:34,15850.0,6,2,2,drive,0.0,0,8,1.0,8,0.3439024390243901,0.8688541666666669,,,8,168.5,304.21,8,1,1,1,1,2,7,1_1,6
8,5.0,0:10:34,15861.0,6,2,1,defensive shot,0.0,1,8,1.0,8,0.0512195121951218,-0.6386979166666666,,,8,160.1,677.96,8,1,1,1,1,2,7,1_1,6
8,6.0,0:10:35,15881.0,6,2,2,push/rush,0.0,1,8,1.0,10,1.1999999999999995,1.8725520833333331,out,1.0,8,176.9,308.83,8,1,1,1,1,2,7,1_1,6
9,1.0,0:10:50,16253.0,6,3,1,short service,0.0,1,7,1.0,8,-0.3426829268292682,-0.7319791666666667,,,8,181.0,632.06,8,0,1,1,1,2,8,1_1,22
9,2.0,0:10:50,16270.0,6,3,2,net shot,0.0,1,8,2.0,7,-0.0560975609756096,0.3996875,,,8,142.3,339.65,8,0,1,1,1,2,8,1_1,22
9,3.0,0:10:51,16292.0,6,3,1,net shot,0.0,1,7,2.0,8,-0.2439024390243902,-0.5386979166666667,,,7,150.4,567.78,8,0,1,1,1,2,8,1_1,22
9,4.0,0:10:52,16313.0,6,3,2,lob,0.0,0,8,1.0,8,-0.4243902439024392,1.43375,,,7,150.4,372.03,8,0,1,1,1,2,8,1_1,22
9,5.0,0:10:54,16359.0,6,3,1,drop,0.0,0,8,2.0,8,-0.4231707317073169,-0.9328125000000002,,,9,147.1,785.12,8,0,1,1,1,2,8,1_1,22
9,6.0,0:10:54,16373.0,6,3,2,defensive shot,0.0,0,8,2.0,7,0.0390243902439023,0.5261458333333332,,,8,147.2,299.45,8,0,1,1,1,2,8,1_1,22
9,7.0,0:10:55,16394.0,6,3,1,lob,0.0,1,7,2.0,3,-0.9878048780487804,-1.4396874999999998,,,8,166.4,642.93,8,0,1,1,1,2,8,1_1,22
9,8.0,0:10:57,16427.0,6,3,2,clear,0.0,0,3,1.0,8,-0.8414634146341463,1.4538020833333334,,,9,109.0,200.84,8,0,1,1,1,2,8,1_1,22
9,9.0,0:10:58,16461.0,6,3,1,smash,0.0,0,8,2.0,5,-0.9353658536585366,-1.1938541666666669,,,4,100.1,789.94,8,0,1,1,1,2,8,1_1,22
9,10.0,0:10:59,16477.0,6,3,2,defensive shot,0.0,0,5,2.0,7,-0.6463414634146342,0.3238020833333331,,,8,141.3,266.91,8,0,1,1,1,2,8,1_1,22
9,11.0,0:11:00,16500.0,6,3,1,lob,0.0,0,7,1.0,9,-0.852439024390244,-1.39953125,,,8,119.4,600.96,8,0,1,1,1,2,8,1_1,22
9,12.0,0:11:01,16535.0,6,3,2,clear,0.0,0,9,1.0,8,-0.7158536585365854,1.4399479166666669,,,9,121.9,178.1,8,0,1,1,1,2,8,1_1,22
9,13.0,0:11:02,16571.0,6,3,1,drop,0.0,0,8,2.0,8,-0.6048780487804878,-0.7215104166666665,,,9,114.0,782.26,8,0,1,1,1,2,8,1_1,22
9,14.0,0:11:03,16588.0,6,3,2,lob,0.0,0,8,1.0,8,-0.7207317073170731,1.3895833333333332,,,8,139.4,306.2,8,0,1,1,1,2,8,1_1,22
9,15.0,0:11:04,16616.0,6,3,1,drop,0.0,0,8,2.0,5,-0.897560975609756,-0.8277083333333334,,,8,111.1,755.69,8,0,1,1,1,2,8,1_1,22
9,16.0,0:11:05,16637.0,6,3,2,net shot,0.0,0,5,2.0,7,0.7804878048780488,0.4028125000000002,,,8,120.2,290.01,8,0,1,1,1,2,8,1_1,22
9,17.0,0:11:06,16657.0,6,3,1,lob,0.0,1,7,1.0,3,-1.025609756097561,-1.4266666666666663,,,8,197.1,633.77,8,0,1,1,1,2,8,1_1,22
9,18.0,0:11:07,16690.0,6,3,2,clear,0.0,0,3,1.0,6,-0.8890243902439026,1.4321875000000002,,,9,118.2,185.74,8,0,1,1,1,2,8,1_1,22
9,19.0,0:11:09,16726.0,6,3,1,drop,0.0,0,6,2.0,5,-1.0097560975609756,-0.5307291666666666,,,4,90.2,783.38,8,0,1,1,1,2,8,1_1,22
9,20.0,0:11:09,16744.0,6,3,2,net shot,0.0,0,5,2.0,7,-0.8292682926829268,0.4693229166666667,,,8,120.1,308.27,8,0,1,1,1,2,8,1_1,22
9,21.0,0:11:10,16772.0,6,3,1,lob,0.0,0,7,1.0,5,-0.8853658536585365,-1.3344270833333336,,,8,111.0,609.05,8,0,1,1,1,2,8,1_1,22
9,22.0,0:11:11,16799.0,6,3,2,smash,0.0,0,5,1.0,5,0.9317073170731708,1.4383333333333332,opponent's ball landed,2.0,9,106.3,195.77,8,0,1,1,1,2,8,1_1,22
10,1.0,0:11:36,17423.0,7,3,2,short service,0.0,1,7,2.0,8,-0.6341463414634146,0.6893229166666668,,,8,188.3,315.7,8,1,1,1,1,2,9,1_1,9
10,2.0,0:11:37,17447.0,7,3,1,lob,0.0,1,8,1.0,5,-0.8865853658536585,-1.3474479166666669,,,8,123.9,633.16,8,1,1,1,1,2,9,1_1,9
10,3.0,0:11:39,17477.0,7,3,2,drop,0.0,0,5,2.0,7,0.647560975609756,0.5989062500000001,,,9,132.0,198.56,8,1,1,1,1,2,9,1_1,9
10,4.0,0:11:39,17497.0,7,3,1,net shot,0.0,1,7,2.0,8,0.7841463414634148,-0.6584375000000001,,,8,195.0,641.6,8,1,1,1,1,2,9,1_1,9
10,5.0,0:11:40,17518.0,7,3,2,push/rush,0.0,1,8,1.0,8,0.8475609756097561,1.3730729166666666,,,8,221.4,364.2,8,1,1,1,1,2,9,1_1,9
10,6.0,0:11:41,17548.0,7,3,1,drop,0.0,1,8,1.0,8,0.7060975609756098,-0.7857291666666667,,,5,264.5,752.82,8,1,1,1,1,2,9,1_1,9
10,7.0,0:11:42,17558.0,7,3,2,drive,0.0,1,8,1.0,8,-0.7073170731707317,0.9626041666666668,,,8,222.1,291.02,8,1,1,1,1,2,9,1_1,9
10,8.0,0:11:42,17573.0,7,3,1,defensive shot,0.0,0,8,1.0,8,-0.1451219512195122,-0.6622395833333332,,,8,178.2,685.54,8,1,1,1,1,2,9,1_1,9
10,9.0,0:11:43,17596.0,7,3,2,net shot,0.0,0,8,1.0,7,-0.1182926829268291,-0.101875,touched the net,1.0,8,160.2,350.71,8,1,1,1,1,2,9,1_1,9
11,1.0,0:11:59,17990.0,7,4,1,short service,0.0,1,7,1.0,8,0.3439024390243901,-0.9055729166666668,,,8,168.4,628.79,8,0,1,1,1,2,10,1_1,41
11,2.0,0:12:00,18001.0,7,4,2,push/rush,0.0,1,8,1.0,8,-0.776829268292683,1.4110416666666663,,,8,203.4,348.96,8,0,1,1,1,2,10,1_1,41
11,3.0,0:12:01,18032.0,7,4,1,drop,0.0,0,8,2.0,8,-0.8365853658536585,-0.8866666666666667,,,9,116.1,765.13,8,0,1,1,1,2,10,1_1,41
11,4.0,0:12:01,18048.0,7,4,2,defensive shot,0.0,0,8,1.0,8,-0.7573170731707316,0.7314583333333337,,,8,131.2,317.38,8,0,1,1,1,2,10,1_1,41
11,5.0,0:12:03,18075.0,7,4,1,net shot,0.0,0,8,2.0,5,-0.9475609756097562,-0.5639062499999999,,,8,115.2,613.94,8,0,1,1,1,2,10,1_1,41
11,6.0,0:12:04,18100.0,7,4,2,net shot,0.0,0,5,2.0,2,-0.8902439024390244,0.2290625,,,7,111.5,380.09,8,0,1,1,1,2,10,1_1,41
11,7.0,0:12:04,18121.0,7,4,1,lob,0.0,0,2,1.0,3,-0.9097560975609756,-1.4393229166666668,,,7,109.9,580.97,8,0,1,1,1,2,10,1_1,41
11,8.0,00:12:06,18160.0,7,4,2,clear,0.0,0,3,1.0,3,-0.8890243902439026,1.5936458333333334,,,3,99.9,193.18,8,0,1,1,1,2,10,1_1,41
11,9.0,0:12:07,18197.0,7,4,1,drop,0.0,0,4,2.0,5,-1.0195121951219512,-0.94734375,,,9,117.3,773.1,8,0,1,1,1,2,10,1_1,41
11,10.0,0:12:08,18213.0,7,4,2,push/rush,0.0,0,5,1.0,4,-0.9743902439024392,1.5449479166666666,,,8,124.0,294.64,8,0,1,1,1,2,10,1_1,41
11,11.0,0:12:09,18246.0,7,4,1,drop,0.0,0,4,2.0,5,-1.0804878048780486,-0.9596875,,,4,95.9,760.96,8,0,1,1,1,2,10,1_1,41
11,12.0,0:12:10,18266.0,7,4,2,defensive shot,0.0,0,5,2.0,2,-0.874390243902439,0.6107291666666667,,,8,119.2,296.89,8,0,1,1,1,2,10,1_1,41
11,13.0,0:12:11,18286.0,7,4,1,net shot,0.0,0,2,2.0,8,-0.8512195121951219,-0.6084375,,,6,100.4,637.69,8,0,1,1,1,2,10,1_1,41
11,14.0,0:12:12,18308.0,7,4,2,push/rush,0.0,0,8,1.0,8,-0.8634146341463415,1.46796875,,,7,106.2,377.94,8,0,1,1,1,2,10,1_1,41
11,15.0,0:12:13,18331.0,7,4,1,drop,0.0,0,8,1.0,8,-0.7426829268292684,-0.9221354166666668,,,8,118.3,748.96,8,0,1,1,1,2,10,1_1,41
11,16.0,0:12:14,18350.0,7,4,2,drive,0.0,0,8,1.0,8,0.4536585365853657,1.0854166666666665,,,8,137.4,294.78,8,0,1,1,1,2,10,1_1,41
11,17.0,0:12:14,18364.0,7,4,1,defensive shot,0.0,1,8,2.0,7,0.7475609756097562,-0.4793750000000001,,,8,190.5,684.16,8,0,1,1,1,2,10,1_1,41
11,18.0,0:12:15,18382.0,7,4,2,push/rush,0.0,1,7,1.0,9,-0.825609756097561,1.552395833333333,,,8,229.4,353.54,8,0,1,1,1,2,10,1_1,41
11,19.0,0:12:16,18415.0,7,4,1,clear,0.0,0,9,1.0,9,0.6853658536585364,-1.4587500000000002,,,4,102.9,761.01,8,0,1,1,1,2,10,1_1,41
11,20.0,0:12:17,18442.0,7,4,2,clear,1.0,0,9,1.0,8,0.7963414634146343,1.416354166666667,,,8,207.9,234.03,8,0,1,1,1,2,10,1_1,41
11,21.0,0:12:18,18468.0,7,4,1,smash,1.0,0,8,2.0,8,0.7073170731707317,-1.0128125,,,3,254.4,775.48,8,0,1,1,1,2,10,1_1,41
11,22.0,0:12:19,18486.0,7,4,2,net shot,0.0,1,8,2.0,7,-0.5609756097560976,0.5416666666666666,,,8,232.2,279.54,8,0,1,1,1,2,10,1_1,41
11,23.0,0:12:20,18508.0,7,4,1,defensive shot,0.0,0,7,2.0,8,-0.2012195121951219,-0.60578125,,,8,156.4,647.51,8,0,1,1,1,2,10,1_1,41
11,24.0,0:12:21,18528.0,7,4,2,lob,0.0,1,8,1.0,6,-0.9646341463414634,1.4747395833333332,,,8,152.0,350.63,8,0,1,1,1,2,10,1_1,41
11,25.0,0:12:22,18560.0,7,4,1,clear,0.0,0,6,1.0,3,-0.8780487804878049,-1.5460416666666668,,,9,131.2,774.53,8,0,1,1,1,2,10,1_1,41
11,26.0,0:12:23,18592.0,7,4,2,clear,0.0,0,3,1.0,6,-0.9841463414634146,1.5029166666666665,,,8,104.3,210.81,8,0,1,1,1,2,10,1_1,41
11,27.0,0:12:25,18629.0,7,4,1,drop,0.0,0,6,2.0,5,-1.0341463414634149,-0.6318229166666667,,,9,118.3,775.74,8,0,1,1,1,2,10,1_1,41
11,28.0,0:12:26,18651.0,7,4,2,net shot,0.0,0,5,2.0,7,-0.6219512195121951,0.3884375000000002,,,8,107.2,319.39,8,0,1,1,1,2,10,1_1,41
11,29.0,0:12:27,18676.0,7,4,1,lob,0.0,0,7,1.0,9,0.8317073170731706,-1.4316145833333334,,,7,111.4,577.62,8,0,1,1,1,2,10,1_1,41
11,30.0,0:12:28,18716.0,7,4,2,clear,1.0,0,9,1.0,6,-0.9390243902439024,1.5030729166666668,,,9,242.3,199.7,8,0,1,1,1,2,10,1_1,41
11,31.0,0:12:29,18746.0,7,4,1,clear,0.0,0,6,1.0,5,-0.875609756097561,-1.3085416666666667,,,8,132.9,751.79,8,0,1,1,1,2,10,1_1,41
11,32.0,0:12:31,18777.0,7,4,2,smash,0.0,0,5,2.0,8,0.7731707317073171,0.8125520833333333,,,3,97.5,198.21,8,0,1,1,1,2,10,1_1,41
11,33.0,0:12:31,18797.0,7,4,1,defensive shot,0.0,1,8,2.0,8,0.7707317073170731,-0.6813020833333333,,,8,236.4,649.72,9,0,1,1,1,2,10,1_1,41
11,34.0,0:12:32,18823.0,7,4,2,lob,0.0,1,8,1.0,4,-1.0085365853658537,1.537864583333333,,,8,236.3,357.91,8,0,1,1,1,2,10,1_1,41
11,35.0,0:12:34,18854.0,7,4,1,clear,0.0,0,4,1.0,3,-1.047560975609756,-1.4135416666666665,,,9,142.2,767.99,8,0,1,1,1,2,10,1_1,41
11,36.0,0:12:35,18888.0,7,4,2,clear,0.0,0,3,1.0,4,-0.8914634146341462,1.57296875,,,5,91.4,205.68,8,0,1,1,1,2,10,1_1,41
11,37.0,0:12:37,18925.0,7,4,1,clear,0.0,0,4,1.0,5,-0.8914634146341462,-1.30859375,,,4,97.2,778.21,8,0,1,1,1,2,10,1_1,41
11,38.0,0:12:38,18962.0,7,4,2,clear,0.0,0,5,1.0,4,-0.9621951219512196,1.64125,,,9,110.3,200.86,8,0,1,1,1,2,10,1_1,41
11,39.0,0:12:39,18990.0,7,4,1,clear,0.0,0,4,1.0,3,-1.001219512195122,-1.5063020833333336,,,9,124.1,767.85,8,0,1,1,1,2,10,1_1,41
11,40.0,0:12:41,19025.0,7,4,2,clear,0.0,0,3,1.0,4,-1.1073170731707316,1.5653125,,,9,105.2,200.8,8,0,1,1,1,2,10,1_1,41
11,41.0,0:12:42,19062.0,7,4,1,drop,0.0,0,4,2.0,10,-1.59390243902439,-0.656875,out,2.0,9,113.0,782.25,8,0,1,1,1,2,10,1_1,41
12,1.0,0:13:03,19583.0,7,5,2,short service,0.0,1,7,1.0,7,0.4292682926829267,0.6502083333333335,,,8,173.9,301.99,8,0,1,1,1,2,11,1_1,34
12,2.0,0:13:03,19589.0,7,5,1,lob,0.0,1,7,1.0,3,-0.8890243902439026,-1.4790625000000002,,,8,218.3,618.03,8,0,1,1,1,2,11,1_1,34
12,3.0,0:13:04,19619.0,7,5,2,clear,0.0,0,3,1.0,8,-0.7560975609756098,1.446979166666667,,,8,129.5,203.57,8,0,1,1,1,2,11,1_1,34
12,4.0,0:13:06,19654.0,7,5,1,smash,0.0,0,8,2.0,8,-0.823170731707317,-1.019375,,,9,124.0,793.99,8,0,1,1,1,2,11,1_1,34
12,5.0,0:13:06,19668.0,7,5,2,defensive shot,0.0,0,8,2.0,7,-0.776829268292683,0.5585416666666667,,,8,152.5,281.07,8,0,1,1,1,2,11,1_1,34
12,6.0,0:13:07,19692.0,7,5,1,lob,0.0,0,7,1.0,9,0.7231707317073172,-1.4320833333333336,,,8,118.3,613.97,8,0,1,1,1,2,11,1_1,34
12,7.0,0:13:08,19724.0,7,5,2,clear,0.0,1,9,1.0,9,-0.6804878048780487,1.6011979166666663,,,8,204.9,226.67,8,0,1,1,1,2,11,1_1,34
12,8.0,0:13:10,19751.0,7,5,1,drive,0.0,0,9,1.0,8,-0.4109756097560974,-1.0421354166666663,,,8,159.1,742.43,8,0,1,1,1,2,11,1_1,34
12,9.0,0:13:10,19768.0,7,5,2,drive,0.0,0,8,1.0,8,0.4682926829268293,1.04625,,,8,151.0,313.08,8,0,1,1,1,2,11,1_1,34
12,10.0,0:13:11,19780.0,7,5,1,defensive shot,0.0,1,8,2.0,8,0.6743902439024392,-0.6588541666666666,,,8,182.2,675.15,8,0,1,1,1,2,11,1_1,34
12,11.0,0:13:12,19800.0,7,5,2,lob,0.0,1,8,1.0,8,-0.6085365853658538,1.5041666666666664,,,8,223.3,336.04,8,0,1,1,1,2,11,1_1,34
