rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_area,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,is_target_win,set,match_id,winner,loser,rally_id
3,11.0,0:08:20,12516.0,2,1,0,2,lob,0.0,1,1,1.0,3,-1.103658536585366,-1.4269791666666667,,,7,233.2,558.21,8,230.4,338.31,0,1,1,0,1,2
3,12.0,0:08:22,12560.0,2,1,1,2,smash,0.0,0,3,2.0,8,0.651219512195122,0.9432291666666668,,,8,131.4,203.59,8,170.9,708.8,0,1,1,0,1,2
3,13.0,0:08:23,12577.0,2,1,0,2,defensive shot,0.0,1,8,2.0,8,0.852439024390244,-0.6127083333333333,,,8,233.4,685.99,8,160.1,218.82,0,1,1,0,1,2
3,14.0,0:08:24,12602.0,2,1,1,2,lob,0.0,1,8,1.0,8,-0.7926829268292683,1.4894270833333334,,,8,235.0,360.05,8,206.5,667.82,0,1,1,0,1,2
3,15.0,0:08:25,12631.0,2,1,0,2,drop,0.0,0,8,1.0,8,-0.7158536585365854,-0.6305208333333333,,,9,123.9,763.85,8,162.9,288.13,0,1,1,0,1,2
3,16.0,0:08:26,12655.0,2,1,1,2,drive,0.0,0,8,1.0,8,0.6121951219512194,0.9832812499999998,,,8,129.3,341.71,8,146.2,701.39,0,1,1,0,1,2
3,17.0,0:08:26,12670.0,2,1,0,2,defensive shot,0.0,1,8,1.0,9,-0.7304878048780489,-1.4517708333333335,,,8,204.4,673.83,8,183.6,306.63,0,1,1,0,1,2
3,18.0,0:08:28,12702.0,2,1,1,2,clear,0.0,0,9,1.0,4,-0.8999999999999999,1.5521354166666665,,,8,119.2,225.79,8,160.6,682.43,0,1,1,0,1,2
3,19.0,0:08:29,12735.0,2,1,0,2,clear,0.0,0,4,1.0,9,-0.8365853658536585,-1.3994791666666666,,,9,109.1,765.07,8,166.0,290.46,0,1,1,0,1,2
3,20.0,0:08:30,12766.0,2,1,1,2,smash,0.0,0,9,2.0,8,0.6609756097560974,1.0469270833333333,,,9,108.9,195.8,8,158.2,688.33,0,1,1,0,1,2
3,21.0,0:08:31,12783.0,2,1,0,2,defensive shot,0.0,1,8,2.0,2,0.9670731707317075,-0.4674479166666667,,,8,222.4,664.92,9,134.2,180.79,0,1,1,0,1,2
3,22.0,0:08:32,12810.0,2,1,1,2,lob,0.0,1,2,1.0,4,-0.9878048780487805,1.6682812499999997,,,8,227.9,362.13,8,211.5,664.83,0,1,1,0,1,2
3,23.0,0:08:33,12847.0,2,1,0,2,clear,0.0,0,4,1.0,3,-1.1780487804878048,-1.4670312499999998,,,9,134.4,790.2,8,173.9,290.54,0,1,1,0,1,2
3,24.0,0:08:35,12875.0,2,1,1,2,smash,0.0,0,3,2.0,8,-0.8134146341463415,1.1352604166666669,,,5,94.4,218.15,8,155.9,704.36,0,1,1,0,1,2
3,25.0,0:08:35,12886.0,2,1,0,2,defensive shot,0.0,0,8,1.0,5,-0.9609756097560975,-0.6315104166666666,,,8,155.4,704.36,3,55.5,177.4,0,1,1,0,1,2
3,26.0,0:08:36,12913.0,2,1,1,2,push/rush,0.0,0,5,1.0,9,0.7975609756097561,1.5716145833333333,,,8,118.1,343.78,8,132.7,682.21,0,1,1,0,1,2
3,27.0,00:08:37,12942.0,2,1,0,3,drop,0.0,1,9,2.0,2,1.0756097560975608,0.16015625,touched the net,1.0,6,251.7,756.78,8,202.8,274.58,0,1,1,0,1,2
4,1.0,0:08:57,13434.0,3,1,1,1,short service,0.0,1,7,1.0,8,-0.6658536585365853,0.6892187500000002,,,8,187.2,311.19,8,139.1,661.2,1,1,1,0,1,3
4,2.0,0:08:58,13456.0,3,1,0,2,net shot,0.0,1,8,2.0,5,-0.9853658536585366,-0.5752604166666666,,,8,123.1,622.04,8,172.7,288.23,1,1,1,0,1,3
4,3.0,0:08:59,13478.0,3,1,1,2,net shot,0.0,0,5,2.0,2,-0.8999999999999999,0.40567708333333324,,,7,114.4,380.12,8,146.4,650.52,1,1,1,0,1,3
4,4.0,0:09:00,13502.0,3,1,0,2,net shot,0.0,0,2,1.0,1,-0.9890243902439023,-0.23953125000000006,,,2,98.1,572.43,8,131.6,339.54,1,1,1,0,1,3
4,5.0,0:09:00,13516.0,3,1,1,2,push/rush,0.0,0,1,2.0,8,-0.45975609756097546,0.7914583333333335,,,7,113.5,369.56,8,118.3,597.67,1,1,1,0,1,3
4,6.0,0:09:00,13523.0,3,1,0,3,defensive shot,0.0,1,8,2.0,8,0.9109756097560974,-1.2749479166666666,opponent's ball landed,0.0,8,127.0,614.04,1,90.3,442.83,1,1,1,0,1,3
5,1.0,0:09:16,13923.0,3,2,0,1,short service,0.0,1,7,2.0,8,0.5865853658536585,-0.6478125,,,8,167.3,628.78,8,232.8,320.61,0,1,1,0,1,4
5,2.0,0:09:17,13947.0,3,2,1,2,push/rush,0.0,1,8,1.0,9,-0.8512195121951219,1.5314062499999999,,,8,195.2,348.88,8,180.9,652.35,0,1,1,0,1,4
5,3.0,0:09:18,13970.0,3,2,0,2,smash,0.0,0,9,2.0,8,-0.5463414634146343,-1.0304166666666665,,,8,131.1,754.49,8,166.6,274.22,0,1,1,0,1,4
5,4.0,0:09:19,13979.0,3,2,1,2,defensive shot,0.0,0,8,1.0,8,0.35609756097560963,1.2457812500000003,,,8,152.3,259.93,8,131.0,731.13,0,1,1,0,1,4
5,5.0,0:09:20,14001.0,3,2,0,2,smash,1.0,0,8,2.0,8,0.6878048780487805,-1.0496875,,,8,191.4,720.37,8,168.4,276.57,0,1,1,0,1,4
5,6.0,0:09:20,14016.0,3,2,1,2,defensive shot,0.0,1,8,1.0,8,-0.7939024390243902,1.4681770833333332,,,8,200.4,276.89,8,202.9,697.48,0,1,1,0,1,4
5,7.0,0:09:21,14044.0,3,2,0,2,clear,0.0,0,8,1.0,3,-1.0060975609756098,-1.387135416666667,,,9,125.9,767.87,8,170.3,274.25,0,1,1,0,1,4
5,8.0,0:09:22,14070.0,3,2,1,2,smash,0.0,0,3,2.0,8,-0.7073170731707317,0.9706250000000001,,,5,83.2,208.1,8,154.9,700.01,0,1,1,0,1,4
5,9.0,0:09:23,14083.0,3,2,0,2,defensive shot,0.0,0,8,2.0,8,-0.7817073170731706,-0.6421354166666667,,,8,145.2,701.38,5,99.3,230.49,0,1,1,0,1,4
5,10.0,0:09:24,14107.0,3,2,1,2,lob,0.0,0,8,1.0,9,-0.852439024390244,1.6211979166666666,,,8,119.4,328.41,8,150.6,662.82,0,1,1,0,1,4
5,11.0,0:09:25,14136.0,3,2,0,2,clear,0.0,0,9,1.0,9,0.8195121951219511,-1.3790624999999999,,,9,118.0,767.81,8,158.7,292.69,0,1,1,0,1,4
5,12.0,0:09:26,14170.0,3,2,1,2,drop,0.0,1,9,2.0,8,0.8817073170731708,0.7289062500000002,,,8,199.4,211.78,8,196.3,688.64,0,1,1,0,1,4
5,13.0,0:09:27,14188.0,3,2,0,2,push/rush,0.0,1,8,1.0,6,0.9658536585365852,-1.3653645833333332,,,8,231.5,658.9,8,203.2,253.29,0,1,1,0,1,4
5,14.0,0:09:28,14208.0,3,2,1,2,smash,1.0,0,6,1.0,8,-0.5487804878048781,1.0819270833333334,,,9,249.9,202.3,8,201.5,669.29,0,1,1,0,1,4
5,15.0,0:09:28,14224.0,3,2,0,2,defensive shot,0.0,0,8,1.0,7,-0.7085365853658536,-0.5183854166666665,,,8,180.2,678.13,6,255.7,229.64,0,1,1,0,1,4
5,16.0,0:09:29,14245.0,3,2,1,3,push/rush,0.0,0,7,1.0,4,-0.9878048780487805,1.6207291666666663,opponent's ball landed,1.0,7,149.2,369.9,8,151.3,685.32,0,1,1,0,1,4
6,1.0,0:09:57,14943.0,4,2,1,1,long service,0.0,1,7,1.0,8,0.7243902439024391,1.3944270833333334,,,8,161.2,315.43,8,230.8,663.47,1,1,1,0,1,5
6,2.0,0:09:58,14969.0,4,2,0,2,smash,1.0,0,8,2.0,8,0.8073170731707315,-1.1235416666666667,,,9,217.2,768.57,8,187.4,286.06,1,1,1,0,1,5
6,3.0,0:09:59,14982.0,4,2,1,2,defensive shot,0.0,1,8,1.0,5,0.9670731707317075,1.4384374999999998,,,8,192.9,286.11,8,214.8,738.73,1,1,1,0,1,5
6,4.0,0:10:00,15015.0,4,2,0,2,smash,0.0,0,5,2.0,6,0.9890243902439028,-0.8197395833333333,,,9,236.4,784.5,8,191.1,283.78,1,1,1,0,1,5
6,5.0,0:10:01,15035.0,4,2,1,3,net shot,0.0,1,6,2.0,2,1.024390243902439,0.02312499999999999,not pass over the net,0.0,8,242.9,288.92,8,211.4,723.35,1,1,1,0,1,5
7,1.0,0:10:14,15374.0,5,2,0,1,short service,0.0,1,7,2.0,8,-0.2878048780487804,-0.8843229166666667,,,8,179.5,635.2,8,142.8,290.23,1,1,1,0,1,6
7,2.0,0:10:15,15387.0,5,2,1,2,push/rush,0.0,1,8,1.0,9,-0.8390243902439024,1.5314583333333331,,,8,139.4,339.62,8,166.4,653.77,1,1,1,0,1,6
7,3.0,0:10:16,15416.0,5,2,0,2,drop,0.0,0,9,2.0,8,-0.7182926829268294,-1.01890625,,,4,102.1,772.98,8,161.7,285.8,1,1,1,0,1,6
7,4.0,0:10:17,15433.0,5,2,1,3,drop,0.0,0,8,2.0,10,1.6024390243902435,0.6889062499999999,out,0.0,8,128.2,292.39,8,136.6,726.98,1,1,1,0,1,6
8,1.0,0:10:32,15804.0,6,2,0,1,short service,0.0,1,7,1.0,8,0.3804878048780486,-0.7405729166666667,,,8,166.3,630.36,8,233.2,307.12,1,1,1,0,1,7
8,2.0,0:10:33,15827.0,6,2,1,2,drive,0.0,1,8,1.0,8,-0.35365853658536583,0.9878645833333332,,,8,199.3,351.08,8,176.4,646.12,1,1,1,0,1,7
8,3.0,0:10:33,15840.0,6,2,0,2,drive,0.0,0,8,1.0,8,-0.4829268292682926,-0.9571354166666666,,,8,158.1,670.45,8,174.5,322.28,1,1,1,0,1,7
8,4.0,0:10:34,15850.0,6,2,1,2,drive,0.0,0,8,1.0,8,0.3439024390243901,0.8688541666666669,,,8,168.5,304.21,8,150.2,676.39,1,1,1,0,1,7
8,5.0,0:10:34,15861.0,6,2,0,2,defensive shot,0.0,1,8,1.0,8,0.05121951219512181,-0.6386979166666666,,,8,160.1,677.96,8,173.3,292.84,1,1,1,0,1,7
8,6.0,0:10:35,15881.0,6,2,1,3,push/rush,0.0,1,8,1.0,10,1.1999999999999997,1.8725520833333331,out,0.0,8,176.9,308.83,8,165.5,675.02,1,1,1,0,1,7
9,1.0,0:10:50,16253.0,6,3,0,1,short service,0.0,1,7,1.0,8,-0.3426829268292682,-0.7319791666666667,,,8,181.0,632.06,8,147.1,290.28,0,1,1,0,1,8
9,2.0,0:10:50,16270.0,6,3,1,2,net shot,0.0,1,8,2.0,7,-0.05609756097560969,0.39968750000000003,,,8,142.3,339.65,8,165.9,646.03,0,1,1,0,1,8
9,3.0,0:10:51,16292.0,6,3,0,2,net shot,0.0,1,7,2.0,8,-0.24390243902439024,-0.5386979166666667,,,7,150.4,567.78,8,160.6,308.67,0,1,1,0,1,8
9,4.0,0:10:52,16313.0,6,3,1,2,lob,0.0,0,8,1.0,8,-0.4243902439024392,1.4337499999999999,,,7,150.4,372.03,8,166.3,601.36,0,1,1,0,1,8
9,5.0,0:10:54,16359.0,6,3,0,2,drop,0.0,0,8,2.0,8,-0.42317073170731695,-0.9328125000000002,,,9,147.1,785.12,8,172.7,295.13,0,1,1,0,1,8
9,6.0,0:10:54,16373.0,6,3,1,2,defensive shot,0.0,0,8,2.0,7,0.0390243902439023,0.5261458333333332,,,8,147.2,299.45,8,157.1,728.54,0,1,1,0,1,8
9,7.0,0:10:55,16394.0,6,3,0,2,lob,0.0,1,7,2.0,3,-0.9878048780487805,-1.4396874999999998,,,8,166.4,642.93,8,161.7,290.42,0,1,1,0,1,8
9,8.0,0:10:57,16427.0,6,3,1,2,clear,0.0,0,3,1.0,8,-0.8414634146341463,1.4538020833333334,,,9,109.0,200.84,8,151.8,680.88,0,1,1,0,1,8
9,9.0,0:10:58,16461.0,6,3,0,2,smash,0.0,0,8,2.0,5,-0.9353658536585366,-1.1938541666666667,,,4,100.1,789.94,8,162.2,255.27,0,1,1,0,1,8
9,10.0,0:10:59,16477.0,6,3,1,2,defensive shot,0.0,0,5,2.0,7,-0.6463414634146342,0.3238020833333331,,,8,141.3,266.91,8,122.9,731.07,0,1,1,0,1,8
9,11.0,0:11:00,16500.0,6,3,0,2,lob,0.0,0,7,1.0,9,-0.852439024390244,-1.3995312500000001,,,8,119.4,600.96,8,135.3,312.93,0,1,1,0,1,8
9,12.0,0:11:01,16535.0,6,3,1,2,clear,0.0,0,9,1.0,8,-0.7158536585365854,1.4399479166666669,,,9,121.9,178.1,8,153.2,673.42,0,1,1,0,1,8
9,13.0,0:11:02,16571.0,6,3,0,2,drop,0.0,0,8,2.0,8,-0.6048780487804878,-0.7215104166666665,,,9,114.0,782.26,8,169.7,281.25,0,1,1,0,1,8
9,14.0,0:11:03,16588.0,6,3,1,2,lob,0.0,0,8,1.0,8,-0.7207317073170731,1.3895833333333332,,,8,139.4,306.2,8,149.3,714.35,0,1,1,0,1,8
9,15.0,0:11:04,16616.0,6,3,0,2,drop,0.0,0,8,2.0,5,-0.897560975609756,-0.8277083333333334,,,8,111.1,755.69,8,161.1,283.48,0,1,1,0,1,8
9,16.0,0:11:05,16637.0,6,3,1,2,net shot,0.0,0,5,2.0,7,0.7804878048780488,0.4028125000000002,,,8,120.2,290.01,8,154.4,700.0,0,1,1,0,1,8
9,17.0,0:11:06,16657.0,6,3,0,2,lob,0.0,1,7,1.0,3,-1.025609756097561,-1.4266666666666665,,,8,197.1,633.77,8,173.3,285.92,0,1,1,0,1,8
9,18.0,0:11:07,16690.0,6,3,1,2,clear,0.0,0,3,1.0,6,-0.8890243902439026,1.4321875000000002,,,9,118.2,185.74,8,162.0,674.99,0,1,1,0,1,8
9,19.0,0:11:09,16726.0,6,3,0,2,drop,0.0,0,6,2.0,5,-1.0097560975609756,-0.5307291666666666,,,4,90.2,783.38,8,161.7,288.12,0,1,1,0,1,8
9,20.0,0:11:09,16744.0,6,3,1,2,net shot,0.0,0,5,2.0,7,-0.8292682926829268,0.46932291666666676,,,8,120.1,308.27,8,132.2,719.9,0,1,1,0,1,8
9,21.0,0:11:10,16772.0,6,3,0,2,lob,0.0,0,7,1.0,5,-0.8853658536585365,-1.3344270833333336,,,8,111.0,609.05,8,143.0,303.96,0,1,1,0,1,8
9,22.0,0:11:11,16799.0,6,3,1,3,smash,0.0,0,5,1.0,5,0.9317073170731708,1.4383333333333332,opponent's ball landed,1.0,9,106.3,195.77,8,155.6,671.93,0,1,1,0,1,8
10,1.0,0:11:36,17423.0,7,3,1,1,short service,0.0,1,7,2.0,8,-0.6341463414634146,0.6893229166666668,,,8,188.3,315.7,8,138.2,662.71,1,1,1,0,1,9
10,2.0,0:11:37,17447.0,7,3,0,2,lob,0.0,1,8,1.0,5,-0.8865853658536585,-1.3474479166666669,,,8,123.9,633.16,8,166.6,304.19,1,1,1,0,1,9
10,3.0,0:11:39,17477.0,7,3,1,2,drop,0.0,0,5,2.0,7,0.647560975609756,0.5989062500000001,,,9,132.0,198.56,8,160.1,682.43,1,1,1,0,1,9
10,4.0,0:11:39,17497.0,7,3,0,2,net shot,0.0,1,7,2.0,8,0.7841463414634148,-0.6584375000000001,,,8,195.0,641.6,8,158.4,250.45,1,1,1,0,1,9
10,5.0,0:11:40,17518.0,7,3,1,2,push/rush,0.0,1,8,1.0,8,0.8475609756097561,1.3730729166666666,,,8,221.4,364.2,8,189.8,660.09,1,1,1,0,1,9
10,6.0,0:11:41,17548.0,7,3,0,2,drop,0.0,1,8,1.0,8,0.7060975609756098,-0.7857291666666667,,,5,264.5,752.82,8,210.0,283.97,1,1,1,0,1,9
10,7.0,0:11:42,17558.0,7,3,1,2,drive,0.0,1,8,1.0,8,-0.7073170731707317,0.9626041666666669,,,8,222.1,291.02,8,239.0,736.16,1,1,1,0,1,9
10,8.0,0:11:42,17573.0,7,3,0,2,defensive shot,0.0,0,8,1.0,8,-0.14512195121951227,-0.6622395833333332,,,8,178.2,685.54,8,189.2,290.69,1,1,1,0,1,9
10,9.0,0:11:43,17596.0,7,3,1,3,net shot,0.0,0,8,1.0,7,-0.11829268292682912,-0.10187500000000001,touched the net,0.0,8,160.2,350.71,8,177.8,663.04,1,1,1,0,1,9
11,1.0,0:11:59,17990.0,7,4,0,1,short service,0.0,1,7,1.0,8,0.3439024390243901,-0.9055729166666667,,,8,168.4,628.79,8,234.8,311.66,0,1,1,0,1,10
11,2.0,0:12:00,18001.0,7,4,1,2,push/rush,0.0,1,8,1.0,8,-0.776829268292683,1.4110416666666665,,,8,203.4,348.96,8,174.4,661.49,0,1,1,0,1,10
11,3.0,0:12:01,18032.0,7,4,0,2,drop,0.0,0,8,2.0,8,-0.8365853658536585,-0.8866666666666667,,,9,116.1,765.13,8,163.0,299.6,0,1,1,0,1,10
11,4.0,0:12:01,18048.0,7,4,1,2,defensive shot,0.0,0,8,1.0,8,-0.7573170731707316,0.7314583333333337,,,8,131.2,317.38,8,149.8,717.2,0,1,1,0,1,10
11,5.0,0:12:03,18075.0,7,4,0,2,net shot,0.0,0,8,2.0,5,-0.9475609756097562,-0.5639062499999999,,,8,115.2,613.94,8,145.9,294.86,0,1,1,0,1,10
11,6.0,0:12:04,18100.0,7,4,1,2,net shot,0.0,0,5,2.0,2,-0.8902439024390244,0.22906250000000009,,,7,111.5,380.09,8,141.3,642.72,0,1,1,0,1,10
11,7.0,0:12:04,18121.0,7,4,0,2,lob,0.0,0,2,1.0,3,-0.9097560975609755,-1.4393229166666668,,,7,109.9,580.97,8,144.0,330.86,0,1,1,0,1,10
11,8.0,00:12:06,18160.0,7,4,1,2,clear,0.0,0,3,1.0,3,-0.8890243902439026,1.5936458333333334,,,3,99.9,193.18,8,162.1,680.96,0,1,1,0,1,10
11,9.0,0:12:07,18197.0,7,4,0,2,drop,0.0,0,4,2.0,5,-1.0195121951219512,-0.9473437499999999,,,9,117.3,773.1,8,160.5,281.15,0,1,1,0,1,10
11,10.0,0:12:08,18213.0,7,4,1,2,push/rush,0.0,0,5,1.0,4,-0.9743902439024391,1.5449479166666666,,,8,124.0,294.64,8,152.2,714.37,0,1,1,0,1,10
11,11.0,0:12:09,18246.0,7,4,0,2,drop,0.0,0,4,2.0,5,-1.0804878048780486,-0.9596874999999999,,,4,95.9,760.96,8,158.0,281.13,0,1,1,0,1,10
11,12.0,0:12:10,18266.0,7,4,1,2,defensive shot,0.0,0,5,2.0,2,-0.874390243902439,0.6107291666666667,,,8,119.2,296.89,8,144.5,715.74,0,1,1,0,1,10
11,13.0,0:12:11,18286.0,7,4,0,2,net shot,0.0,0,2,2.0,8,-0.8512195121951219,-0.6084375,,,6,100.4,637.69,8,153.1,285.72,0,1,1,0,1,10
11,14.0,0:12:12,18308.0,7,4,1,2,push/rush,0.0,0,8,1.0,8,-0.8634146341463415,1.46796875,,,7,106.2,377.94,8,142.5,653.57,0,1,1,0,1,10
11,15.0,0:12:13,18331.0,7,4,0,2,drop,0.0,0,8,1.0,8,-0.7426829268292684,-0.9221354166666668,,,8,118.3,748.96,8,152.0,294.92,0,1,1,0,1,10
11,16.0,0:12:14,18350.0,7,4,1,2,drive,0.0,0,8,1.0,8,0.4536585365853657,1.0854166666666665,,,8,137.4,294.78,8,158.4,710.13,0,1,1,0,1,10
11,17.0,0:12:14,18364.0,7,4,0,2,defensive shot,0.0,1,8,2.0,7,0.7475609756097562,-0.4793750000000001,,,8,190.5,684.16,8,172.1,301.97,0,1,1,0,1,10
11,18.0,0:12:15,18382.0,7,4,1,2,push/rush,0.0,1,7,1.0,9,-0.825609756097561,1.552395833333333,,,8,229.4,353.54,8,209.3,672.37,0,1,1,0,1,10
11,19.0,0:12:16,18415.0,7,4,0,2,clear,0.0,0,9,1.0,9,0.6853658536585364,-1.4587500000000002,,,4,102.9,761.01,8,164.8,290.45,0,1,1,0,1,10
11,20.0,0:12:17,18442.0,7,4,1,2,clear,1.0,0,9,1.0,8,0.7963414634146343,1.416354166666667,,,8,207.9,234.03,8,167.1,718.76,0,1,1,0,1,10
11,21.0,0:12:18,18468.0,7,4,0,2,smash,1.0,0,8,2.0,8,0.7073170731707317,-1.0128125,,,3,254.4,775.48,8,191.6,233.87,0,1,1,0,1,10
11,22.0,0:12:19,18486.0,7,4,1,2,net shot,0.0,1,8,2.0,7,-0.5609756097560976,0.5416666666666666,,,8,232.2,279.54,8,228.9,729.11,0,1,1,0,1,10
11,23.0,0:12:20,18508.0,7,4,0,2,defensive shot,0.0,0,7,2.0,8,-0.20121951219512196,-0.60578125,,,8,156.4,647.51,8,184.5,267.35,0,1,1,0,1,10
11,24.0,0:12:21,18528.0,7,4,1,2,lob,0.0,1,8,1.0,6,-0.9646341463414634,1.4747395833333332,,,8,152.0,350.63,8,171.4,653.81,0,1,1,0,1,10
11,25.0,0:12:22,18560.0,7,4,0,2,clear,0.0,0,6,1.0,3,-0.8780487804878049,-1.5460416666666668,,,9,131.2,774.53,8,163.6,292.74,0,1,1,0,1,10
11,26.0,0:12:23,18592.0,7,4,1,2,clear,0.0,0,3,1.0,6,-0.9841463414634146,1.5029166666666665,,,8,104.3,210.81,8,161.1,688.35,0,1,1,0,1,10
11,27.0,0:12:25,18629.0,7,4,0,2,drop,0.0,0,6,2.0,5,-1.0341463414634147,-0.6318229166666667,,,9,118.3,775.74,8,164.1,281.19,0,1,1,0,1,10
11,28.0,0:12:26,18651.0,7,4,1,2,net shot,0.0,0,5,2.0,7,-0.6219512195121951,0.3884375000000002,,,8,107.2,319.39,8,141.6,712.86,0,1,1,0,1,10
11,29.0,0:12:27,18676.0,7,4,0,2,lob,0.0,0,7,1.0,9,0.8317073170731706,-1.4316145833333334,,,7,111.4,577.62,8,137.0,308.44,0,1,1,0,1,10
11,30.0,0:12:28,18716.0,7,4,1,2,clear,1.0,0,9,1.0,6,-0.9390243902439024,1.5030729166666668,,,9,242.3,199.7,8,189.1,675.21,0,1,1,0,1,10
11,31.0,0:12:29,18746.0,7,4,0,2,clear,0.0,0,6,1.0,5,-0.875609756097561,-1.3085416666666667,,,8,132.9,751.79,8,176.4,271.97,0,1,1,0,1,10
11,32.0,0:12:31,18777.0,7,4,1,2,smash,0.0,0,5,2.0,8,0.7731707317073171,0.8125520833333333,,,3,97.5,198.21,8,158.8,700.04,0,1,1,0,1,10
11,33.0,0:12:31,18797.0,7,4,0,2,defensive shot,0.0,1,8,2.0,8,0.7707317073170731,-0.6813020833333333,,,8,236.4,649.72,9,130.0,196.02,0,1,1,0,1,10
11,34.0,0:12:32,18823.0,7,4,1,2,lob,0.0,1,8,1.0,4,-1.0085365853658537,1.5378645833333333,,,8,236.3,357.91,8,212.5,663.32,0,1,1,0,1,10
11,35.0,0:12:34,18854.0,7,4,0,2,clear,0.0,0,4,1.0,3,-1.0475609756097561,-1.4135416666666665,,,9,142.2,767.99,8,176.3,306.56,0,1,1,0,1,10
11,36.0,0:12:35,18888.0,7,4,1,2,clear,0.0,0,3,1.0,4,-0.8914634146341462,1.57296875,,,5,91.4,205.68,8,162.6,682.45,0,1,1,0,1,10
11,37.0,0:12:37,18925.0,7,4,0,2,clear,0.0,0,4,1.0,5,-0.8914634146341462,-1.30859375,,,4,97.2,778.21,8,146.8,264.61,0,1,1,0,1,10
11,38.0,0:12:38,18962.0,7,4,1,2,clear,0.0,0,5,1.0,4,-0.9621951219512196,1.64125,,,9,110.3,200.86,8,161.1,683.92,0,1,1,0,1,10
11,39.0,0:12:39,18990.0,7,4,0,2,clear,0.0,0,4,1.0,3,-1.001219512195122,-1.5063020833333336,,,9,124.1,767.85,8,163.4,245.69,0,1,1,0,1,10
