rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,set_id,rally_id,roundscore_diff,continuous_score,is_target_win,is_target_turn,player_id,time_proportion
4,4.0,427,12838.0,3,1,B,3,2,0.0,0.0,1.0,3.0,487.0,313.0,2.0,16.0,403.0,423.0,未過網,對手未過網,A,0.0,9.0,543.0,322.0,8.0,573.0,551.0,0,1,1,1_1_4,-2,0,0.0,1.0,1,1.0
5,1.0,453,13591.0,3,2,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,689.0,399.0,0,0,0,0.0,8.0,628.0,531.0,8.0,707.0,347.0,0,1,1,1_1_5,-1,0,1.0,0.0,0,0.0
5,2.0,454,13623.0,3,2,B,2,7,0.0,0.0,2.0,7.0,689.0,399.0,2.0,1.0,799.0,478.0,0,0,0,0.0,7.0,709.0,394.0,8.0,639.0,531.0,0,1,1,1_1_5,-1,0,1.0,1.0,1,1.0
5,3.0,454,13649.0,3,2,A,3,11,0.0,0.0,2.0,1.0,799.0,478.0,2.0,1.0,802.0,450.0,掛網,對手掛網,B,0.0,7.0,777.0,485.0,8.0,693.0,378.0,0,1,1,1_1_5,-1,1,1.0,0.0,0,1.0
6,1.0,470,14108.0,3,3,B,1,9,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.0
6,2.0,473,14195.0,3,3,A,2,11,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,651.0,409.0,0,0,0,0.0,8.0,720.0,564.0,8.0,656.0,350.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.1578947368421052
6,3.0,474,14235.0,3,3,B,2,3,0.0,1.0,2.0,7.0,651.0,409.0,1.0,9.0,588.0,626.0,0,0,0,0.0,7.0,642.0,397.0,8.0,700.0,530.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.2105263157894736
6,4.0,475,14270.0,3,3,A,2,5,1.0,0.0,1.0,9.0,588.0,626.0,2.0,5.0,481.0,342.0,0,0,0,0.0,8.0,588.0,615.0,8.0,620.0,357.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.2631578947368421
6,5.0,476,14290.0,3,3,B,2,14,0.0,0.0,2.0,5.0,481.0,342.0,1.0,8.0,490.0,566.0,0,0,0,0.0,8.0,525.0,351.0,8.0,596.0,612.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.3157894736842105
6,6.0,477,14310.0,3,3,A,2,2,1.0,0.0,1.0,8.0,490.0,566.0,2.0,1.0,512.0,404.0,0,0,0,0.0,8.0,598.0,569.0,8.0,565.0,348.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.3684210526315789
6,7.0,477,14339.0,3,3,B,2,3,0.0,0.0,2.0,1.0,512.0,404.0,1.0,9.0,767.0,628.0,0,0,0,0.0,7.0,533.0,395.0,8.0,601.0,550.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.3684210526315789
6,8.0,479,14381.0,3,3,A,2,4,0.0,0.0,1.0,9.0,767.0,628.0,1.0,4.0,793.0,320.0,0,0,0,0.0,8.0,716.0,609.0,8.0,624.0,357.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.4736842105263157
6,9.0,480,14412.0,3,3,B,2,5,1.0,0.0,1.0,4.0,793.0,320.0,2.0,5.0,808.0,574.0,0,0,0,0.0,8.0,701.0,327.0,8.0,717.0,573.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.5263157894736842
6,10.0,480,14428.0,3,3,A,2,7,0.0,0.0,2.0,5.0,808.0,574.0,2.0,5.0,471.0,374.0,0,0,0,0.0,8.0,741.0,567.0,8.0,726.0,337.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.5263157894736842
6,11.0,481,14459.0,3,3,B,2,8,0.0,0.0,2.0,5.0,471.0,374.0,1.0,6.0,441.0,609.0,0,0,0,0.0,8.0,529.0,382.0,8.0,649.0,543.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.5789473684210527
6,12.0,482,14482.0,3,3,A,2,4,1.0,0.0,1.0,6.0,441.0,609.0,1.0,3.0,491.0,308.0,0,0,0,0.0,8.0,600.0,571.0,8.0,540.0,363.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.631578947368421
6,13.0,483,14515.0,3,3,B,2,2,0.0,0.0,1.0,3.0,491.0,308.0,2.0,2.0,491.0,489.0,0,0,0,0.0,5.0,517.0,326.0,8.0,621.0,567.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.6842105263157895
6,14.0,484,14543.0,3,3,A,2,3,0.0,1.0,2.0,2.0,491.0,489.0,1.0,3.0,463.0,314.0,0,0,0,0.0,8.0,545.0,542.0,8.0,591.0,338.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.7368421052631579
6,15.0,486,14602.0,3,3,B,2,2,0.0,0.0,1.0,3.0,463.0,314.0,2.0,2.0,465.0,478.0,0,0,0,0.0,9.0,538.0,324.0,8.0,596.0,529.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.8421052631578947
6,16.0,487,14615.0,3,3,A,2,3,0.0,1.0,2.0,2.0,465.0,478.0,1.0,3.0,499.0,313.0,0,0,0,0.0,8.0,496.0,516.0,8.0,589.0,358.0,0,1,1,1_1_6,0,1,1.0,0.0,0,0.8947368421052632
6,17.0,488,14662.0,3,3,B,2,2,0.0,0.0,1.0,3.0,499.0,313.0,2.0,1.0,863.0,473.0,0,0,0,0.0,9.0,530.0,321.0,8.0,640.0,531.0,0,1,1,1_1_6,0,1,1.0,1.0,1,0.9473684210526316
6,18.0,489,14690.0,3,3,A,3,3,0.0,0.0,2.0,1.0,863.0,473.0,2.0,12.0,842.0,302.0,出界,對手出界,B,0.0,5.0,801.0,520.0,8.0,625.0,346.0,0,1,1,1_1_6,0,2,1.0,0.0,0,1.0
7,1.0,509,15296.0,3,4,B,1,9,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_7,1,2,1.0,1.0,1,0.0
7,2.0,513,15417.0,3,4,A,2,11,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,474.0,396.0,0,0,0,0.0,8.0,506.0,535.0,9.0,578.0,322.0,0,1,1,1_1_7,1,2,1.0,0.0,0,0.5714285714285714
7,3.0,514,15447.0,3,4,B,2,8,0.0,0.0,2.0,1.0,474.0,396.0,1.0,6.0,434.0,617.0,0,0,0,0.0,8.0,520.0,386.0,8.0,588.0,528.0,0,1,1,1_1_7,1,2,1.0,1.0,1,0.7142857142857143
7,4.0,515,15475.0,3,4,A,2,5,1.0,0.0,1.0,6.0,434.0,617.0,1.0,5.0,500.0,338.0,0,0,0,0.0,8.0,557.0,589.0,8.0,551.0,363.0,0,1,1,1_1_7,1,2,1.0,0.0,0,0.8571428571428571
7,5.0,516,15494.0,3,4,B,3,7,0.0,0.0,1.0,5.0,500.0,338.0,2.0,5.0,867.0,519.0,對手落地致勝,落地致勝,B,0.0,8.0,532.0,358.0,8.0,543.0,598.0,0,1,1,1_1_7,1,3,1.0,1.0,1,1.0
9,1.0,564,16940.0,4,5,B,1,9,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_9,1,4,0.0,1.0,1,0.0
9,2.0,566,17003.0,4,5,A,2,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,484.0,321.0,0,0,0,0.0,8.0,485.0,616.0,8.0,593.0,356.0,0,1,1,1_1_9,1,4,0.0,0.0,0,0.3333333333333333
9,3.0,567,17039.0,4,5,B,2,4,0.0,0.0,1.0,3.0,484.0,321.0,1.0,6.0,443.0,569.0,0,0,0,0.0,3.0,515.0,321.0,8.0,604.0,551.0,0,1,1,1_1_9,1,4,0.0,1.0,1,0.5
9,4.0,568,17069.0,4,5,A,2,4,1.0,0.0,1.0,6.0,443.0,569.0,1.0,5.0,502.0,327.0,0,0,0,0.0,8.0,543.0,556.0,8.0,571.0,339.0,0,1,1,1_1_9,1,4,0.0,0.0,0,0.6666666666666666
9,5.0,570,17116.0,4,5,B,3,5,0.0,0.0,1.0,5.0,502.0,327.0,2.0,15.0,936.0,579.0,出界,對手出界,A,0.0,3.0,503.0,318.0,8.0,631.0,564.0,0,1,1,1_1_9,1,0,0.0,1.0,1,1.0
10,1.0,588,17660.0,5,5,A,1,9,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_10,0,0,0.0,0.0,0,0.0
10,2.0,595,17858.0,5,5,B,2,2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,466.0,484.0,0,0,0,0.0,8.0,529.0,329.0,8.0,587.0,552.0,0,1,1,1_1_10,0,0,0.0,1.0,1,0.6363636363636364
10,3.0,597,17922.0,5,5,A,2,8,0.0,1.0,2.0,2.0,466.0,484.0,1.0,3.0,477.0,314.0,0,0,0,0.0,8.0,503.0,522.0,8.0,577.0,339.0,0,1,1,1_1_10,0,0,0.0,0.0,0,0.8181818181818182
10,4.0,598,17961.0,5,5,B,2,4,0.0,0.0,1.0,3.0,477.0,314.0,1.0,6.0,446.0,610.0,0,0,0,0.0,3.0,528.0,314.0,8.0,607.0,540.0,0,1,1,1_1_10,0,0,0.0,1.0,1,0.9090909090909092
10,5.0,599,17987.0,5,5,A,3,2,1.0,0.0,1.0,6.0,446.0,610.0,2.0,1.0,453.0,408.0,對手落地致勝,落地致勝,A,0.0,8.0,546.0,585.0,8.0,578.0,345.0,0,1,1,1_1_10,0,0,0.0,0.0,0,1.0
11,1.0,623,18713.0,5,6,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,724.0,400.0,0,0,0,0.0,8.0,622.0,533.0,8.0,698.0,354.0,0,1,1,1_1_11,1,0,1.0,0.0,0,0.0
11,2.0,624,18735.0,5,6,B,2,8,0.0,0.0,2.0,7.0,724.0,400.0,2.0,3.0,896.0,624.0,0,0,0,0.0,7.0,736.0,391.0,8.0,658.0,522.0,0,1,1,1_1_11,1,0,1.0,1.0,1,0.5
11,3.0,625,18768.0,5,6,A,3,15,0.0,0.0,2.0,3.0,896.0,624.0,2.0,7.0,559.0,443.0,掛網,對手掛網,B,0.0,3.0,820.0,630.0,8.0,668.0,349.0,0,1,1,1_1_11,1,1,1.0,0.0,0,1.0
12,1.0,644,19343.0,6,6,B,1,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,828.0,642.0,0,0,0,0.0,8.0,612.0,355.0,8.0,724.0,577.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.0
12,2.0,646,19400.0,6,6,A,2,5,0.0,0.0,1.0,3.0,828.0,642.0,2.0,6.0,797.0,348.0,0,0,0,0.0,9.0,782.0,629.0,8.0,643.0,364.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.1538461538461538
12,3.0,647,19422.0,6,6,B,2,7,0.0,1.0,2.0,6.0,797.0,348.0,2.0,8.0,504.0,512.0,0,0,0,0.0,8.0,663.0,346.0,8.0,787.0,583.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.2307692307692307
12,4.0,648,19446.0,6,6,A,2,3,0.0,1.0,2.0,8.0,504.0,512.0,1.0,3.0,514.0,310.0,0,0,0,0.0,8.0,561.0,516.0,8.0,631.0,357.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.3076923076923077
12,5.0,649,19488.0,6,6,B,2,4,0.0,0.0,1.0,3.0,514.0,310.0,2.0,3.0,885.0,629.0,0,0,0,0.0,3.0,527.0,317.0,8.0,652.0,543.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.3846153846153846
12,6.0,650,19520.0,6,6,A,2,15,0.0,0.0,2.0,3.0,885.0,629.0,2.0,2.0,794.0,392.0,0,0,0,0.0,9.0,803.0,624.0,8.0,618.0,339.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.4615384615384615
12,7.0,651,19549.0,6,6,B,2,11,0.0,1.0,2.0,2.0,794.0,392.0,2.0,1.0,840.0,473.0,0,0,0,0.0,7.0,760.0,395.0,8.0,715.0,544.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.5384615384615384
12,8.0,652,19576.0,6,6,A,2,3,0.0,0.0,2.0,1.0,840.0,473.0,1.0,9.0,748.0,316.0,0,0,0,0.0,1.0,783.0,483.0,7.0,692.0,392.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.6153846153846154
12,9.0,653,19607.0,6,6,B,2,4,1.0,0.0,1.0,9.0,748.0,316.0,1.0,9.0,476.0,646.0,0,0,0,0.0,8.0,696.0,334.0,8.0,730.0,515.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.6923076923076923
12,10.0,654,19644.0,6,6,A,2,5,1.0,0.0,1.0,9.0,476.0,646.0,2.0,8.0,753.0,384.0,0,0,0,0.0,8.0,562.0,612.0,8.0,614.0,345.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.7692307692307693
12,11.0,655,19670.0,6,6,B,2,11,0.0,1.0,2.0,8.0,753.0,384.0,2.0,7.0,518.0,491.0,0,0,0,0.0,8.0,675.0,374.0,8.0,581.0,592.0,0,1,1,1_1_12,0,1,0.0,1.0,1,0.8461538461538461
12,12.0,656,19697.0,6,6,A,2,8,0.0,1.0,2.0,7.0,518.0,491.0,1.0,9.0,716.0,315.0,0,0,0,0.0,7.0,561.0,496.0,8.0,614.0,378.0,0,1,1,1_1_12,0,1,0.0,0.0,0,0.9230769230769232
12,13.0,657,19727.0,6,6,B,3,10,1.0,0.0,1.0,9.0,716.0,315.0,2.0,7.0,596.0,432.0,掛網,對手掛網,A,0.0,8.0,663.0,327.0,8.0,637.0,527.0,0,1,1,1_1_12,0,0,0.0,1.0,1,1.0
14,1.0,714,21438.0,8,6,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,692.0,391.0,0,0,0,0.0,8.0,624.0,534.0,8.0,703.0,354.0,0,1,1,1_1_14,-2,0,0.0,0.0,0,0.0
14,2.0,715,21462.0,8,6,B,2,16,0.0,0.0,1.0,7.0,692.0,391.0,2.0,8.0,671.0,554.0,0,0,0,0.0,7.0,729.0,400.0,8.0,679.0,549.0,0,1,1,1_1_14,-2,0,0.0,1.0,1,1.0
14,3.0,715,21475.0,8,6,A,3,14,0.0,0.0,2.0,8.0,671.0,554.0,2.0,9.0,705.0,310.0,對手落地致勝,落地致勝,A,0.0,8.0,667.0,547.0,8.0,671.0,371.0,0,1,1,1_1_14,-2,0,0.0,0.0,0,1.0
16,1.0,765,22958.0,10,6,A,1,9,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_16,-4,0,0.0,0.0,0,0.0
16,2.0,767,23038.0,10,6,B,2,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,491.0,543.0,0,0,0,0.0,9.0,543.0,316.0,8.0,667.0,544.0,0,1,1,1_1_16,-4,0,0.0,1.0,1,0.5
16,3.0,768,23057.0,10,6,A,2,2,0.0,1.0,1.0,8.0,491.0,543.0,2.0,5.0,481.0,382.0,0,0,0,0.0,8.0,613.0,544.0,8.0,571.0,331.0,0,1,1,1_1_16,-4,0,0.0,0.0,0,0.75
16,4.0,769,23082.0,10,6,B,3,3,0.0,0.0,2.0,5.0,481.0,382.0,2.0,14.0,972.0,643.0,出界,對手出界,A,0.0,8.0,518.0,380.0,8.0,620.0,548.0,0,1,1,1_1_16,-4,0,0.0,1.0,1,1.0
17,1.0,786,23594.0,11,6,A,1,9,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.0
17,2.0,792,23761.0,11,6,B,2,2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,531.0,488.0,0,0,0,0.0,9.0,528.0,320.0,8.0,610.0,552.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.3157894736842105
17,3.0,793,23795.0,11,6,A,2,3,0.0,1.0,2.0,7.0,531.0,488.0,1.0,9.0,748.0,316.0,0,0,0,0.0,8.0,571.0,517.0,8.0,592.0,348.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.3684210526315789
17,4.0,794,23838.0,11,6,B,2,4,1.0,0.0,1.0,9.0,748.0,316.0,1.0,5.0,825.0,616.0,0,0,0,0.0,9.0,708.0,323.0,8.0,686.0,535.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.4210526315789473
17,5.0,795,23870.0,11,6,A,2,4,0.0,0.0,1.0,5.0,825.0,616.0,1.0,3.0,511.0,315.0,0,0,0,0.0,9.0,802.0,621.0,8.0,653.0,336.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.4736842105263157
17,6.0,796,23909.0,11,6,B,2,4,0.0,0.0,1.0,3.0,511.0,315.0,1.0,6.0,410.0,594.0,0,0,0,0.0,3.0,527.0,317.0,8.0,658.0,565.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.5263157894736842
17,7.0,798,23940.0,11,6,A,2,4,1.0,0.0,1.0,6.0,410.0,594.0,1.0,3.0,467.0,309.0,0,0,0,0.0,8.0,497.0,581.0,8.0,568.0,334.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.631578947368421
17,8.0,799,23985.0,11,6,B,2,4,0.0,0.0,1.0,3.0,467.0,309.0,1.0,8.0,496.0,597.0,0,0,0,0.0,3.0,471.0,313.0,8.0,596.0,552.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.6842105263157895
17,9.0,800,24012.0,11,6,A,2,4,0.0,0.0,1.0,8.0,496.0,597.0,2.0,3.0,460.0,311.0,0,0,0,0.0,8.0,567.0,556.0,8.0,545.0,342.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.7368421052631579
17,10.0,802,24064.0,11,6,B,2,15,0.0,0.0,2.0,3.0,460.0,311.0,2.0,2.0,472.0,470.0,0,0,0,0.0,3.0,508.0,313.0,8.0,611.0,549.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.8421052631578947
17,11.0,802,24088.0,11,6,A,2,8,0.0,1.0,2.0,2.0,472.0,470.0,1.0,3.0,492.0,319.0,0,0,0,0.0,7.0,502.0,493.0,8.0,548.0,328.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.8421052631578947
17,12.0,803,24117.0,11,6,B,2,5,0.0,0.0,1.0,3.0,492.0,319.0,2.0,5.0,793.0,540.0,0,0,0,0.0,8.0,527.0,329.0,8.0,603.0,514.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,0.8947368421052632
17,13.0,804,24132.0,11,6,A,2,6,0.0,0.0,2.0,5.0,793.0,540.0,2.0,2.0,811.0,399.0,0,0,0,0.0,8.0,662.0,537.0,8.0,533.0,336.0,0,1,1,1_1_17,-5,0,0.0,0.0,0,0.9473684210526316
17,14.0,805,24161.0,11,6,B,3,8,0.0,1.0,2.0,2.0,811.0,399.0,2.0,13.0,438.0,664.0,出界,對手出界,A,0.0,6.0,768.0,387.0,5.0,809.0,571.0,0,1,1,1_1_17,-5,0,0.0,1.0,1,1.0
19,1.0,904,27149.0,11,8,B,1,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,534.0,639.0,0,0,0,0.0,8.0,646.0,350.0,8.0,522.0,582.0,0,1,1,1_1_19,-3,1,1.0,1.0,1,0.0
19,2.0,906,27204.0,11,8,A,2,4,0.0,0.0,1.0,9.0,534.0,639.0,1.0,3.0,493.0,316.0,0,0,0,0.0,9.0,536.0,635.0,8.0,612.0,346.0,0,1,1,1_1_19,-3,1,1.0,0.0,0,0.1176470588235294
19,3.0,908,27243.0,11,8,B,2,4,0.0,0.0,1.0,3.0,493.0,316.0,1.0,9.0,788.0,621.0,0,0,0,0.0,3.0,500.0,307.0,8.0,628.0,544.0,0,1,1,1_1_19,-3,1,1.0,1.0,1,0.2352941176470588
19,4.0,909,27274.0,11,8,A,2,2,0.0,0.0,1.0,9.0,788.0,621.0,2.0,6.0,808.0,386.0,0,0,0,0.0,8.0,745.0,611.0,8.0,600.0,335.0,0,1,1,1_1_19,-3,1,1.0,0.0,0,0.2941176470588235
